iso_code,preferred_source,preferred_recent_date,positive_rate,positive_rate_prev,new_tests_daily7,new_tests_daily7_prev,new_tests_daily7_1k,new_tests_daily7_1k_prev,flag_negative_tests_previous7,flag_increase_tests_previous7,flag_negative_cases_previous7,owid_date,owid_new_cases,owid_new_cases_daily7,owid_total_tests_orig,owid_total_tests_int,owid_new_tests_orig,owid_new_tests_int,owid_tests_daily7,owid_tests_daily7_prev,owid_tests_daily7_1k,owid_tests_daily7_1k_prev,owid_positive_rate,owid_positive_rate_prev,owid_flag_negative_tests,owid_flag_increase_tests,owid_flag_negative_cases,owid_flag_negative_tests_prev7,owid_flag_increase_tests_prev7,owid_flag_negative_cases_prev7,owid_tests_units,owid_test_definition,owid_case_definition,owid_posrate_definition,find_date,find_new_cases,find_new_cases_daily7,find_total_tests,find_total_tests_int,find_new_tests_orig,find_new_tests_int,find_tests_daily7,find_tests_daily7_prev,find_tests_daily7_1k,find_tests_daily7_1k_prev,find_positive_rate,find_positive_rate_prev,find_flag_negative_tests,find_flag_increase_tests,find_flag_negative_cases,find_flag_negative_tests_prev7,find_flag_increase_tests_prev7,find_flag_negative_cases_prev7,find_tests_units,find_test_definition,find_case_definition,find_posrate_definition
RUS,OWID,2022-02-20,0.2779,0.2027,629078,924307,4.311,6.335,0,0,0,2022-02-20,168399,174830.142857143,,272899444.333333,,587062.666666627,629078,924307,4.311,6.335,0.2779,0.2027,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-14,178785,188563.571428571,269789267,269789267,471319,471319,833762.428571429,,5.71328428311037,,0.22615983278553,,0,0,0,0,,0,Samples,Not specified,,
RWA,OWID,2022-02-15,0.0018,0.0032,12018,10775,0.905,0.812,0,0,0,2022-02-15,15,21.2857142857143,4663942,4663942,9707,9707,12018,10775,0.905,0.812,0.0018,0.0032,0,0,0,0,0,0,samples tested,,,7-day cases / tests,2022-02-24,32,17.5714285714286,4746978,4746978,26899,8966.33333333302,8845.57142857143,11949.7142857143,0.682950233830407,0.922615371040325,0.00198646618969945,0.00132698928844682,0,0,0,0,0,0,Not specified,Not specified,,
SAU,OWID,2022-02-20,0.0172,0.0247,91077,112891,2.577,3.194,0,0,0,2022-02-20,1013,1565.28571428571,40241874,40241874,83083,83083,91077,112891,2.577,3.194,0.0172,0.0247,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2022-02-24,677,940.428571428571,40449725,40449725,67223,67223,76829,102193.571428571,2.20684207502729,2.93541596566242,0.0122405416109616,0.019509194735481,0,0,0,0,0,0,Samples,Not specified,,
SEN,OWID,2022-02-20,0.0155,0.0196,1403,1500,0.082,0.087,0,0,0,2022-02-20,19,21.7142857142857,1022799,1022799,1569,1569,1403,1500,0.082,0.087,0.0155,0.0196,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-24,18,20.2857142857143,1009898,1009898,3678,1226,1084.85714285714,1528.14285714286,0.064790799262849,0.091265101358269,0.018698972873321,0.0174815368794989,0,0,0,0,0,0,Not specified,Not specified,,
SGP,,,,,,,,,,,,2022-02-07,15558,7545.42857142857,,,243300,243300,243300,235700,44.613,43.219,0.031,0.0218,0,0,0,0,0,0,samples tested,Unclear,Unclear,7-day cases / tests,2021-09-20,917,918.142857142857,19108195,19108195,469378,67054,67054,63021.4285714286,11.4622222222222,10.7728937728938,0.0136925889155435,0.00769126147568854,0,0,0,0,0,0,Samples,Not specified,,
SLV,OWID,2022-02-13,0.184,0.203,4681,4687,0.718,0.719,0,0,0,2022-02-13,0,0,1330216,1330216,4714,4714,4681,4687,0.718,0.719,0.184,0.203,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-14,12677,1811,1693464,1693464,65574,5464.5,5464.5,4350.54761904761,0.842506938020352,0.670759731583042,0.33141184005856,0,0,0,0,0,0,0,Samples,Not specified,,
SRB,OWID,2022-02-20,0.3351,0.396,17947,26215,2.612,3.815,0,0,0,2022-02-20,8979,6014.71428571429,8633493,8633493,12239,12239,17947,26215,2.612,3.815,0.3351,0.396,0,0,0,0,0,0,people tested,PCR,PCR,7-day cases / tests,2022-02-24,3718,4636.71428571429,8704941,8704941,16450,16450,17192.7142857143,20193.8571428571,1.96780522899328,2.31130332412237,0.269690649693807,0.358164081014736,0,0,0,0,0,0,Not specified,Not specified,,
SSD,OWID,2022-02-15,0.0094,0.0107,591,682,0.052,0.06,0,0,0,2022-02-15,3,5.57142857142857,330958,330958,,1057,591,682,0.052,0.06,0.0094,0.0107,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2022-02-14,17,5.85714285714286,330958,330958,2114,704.666666666686,639.142857142857,706.285714285714,0.0570969141631997,0.0630950253962582,0.00916405900759946,0.0125404530744337,0,0,0,0,0,0,Not specified,Not specified,,
SUR,OWID,2022-02-17,0.392,0.411,155,148,0.262,0.25,0,0,0,2022-02-17,99,120.857142857143,75958,75958,408,204,155,148,0.262,0.25,0.392,0.411,0,0,0,0,0,0,tests performed,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,OWID,2022-02-20,0.349,0.334,55300,65415,10.148,12.004,0,0,0,2022-02-20,14784,20350.4285714286,49170213,49170213,20349,20349,55300,65415,10.148,12.004,0.349,0.334,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,Directly from source,2021-09-20,311,840.142857142857,41565161,41565161,16752,16752,25244,26622.1428571429,4.62344322344322,4.87585034013606,0.0332808927722571,0.020085321027072,0,0,0,0,0,0,Samples,PCR and rapid test,,
SVN,OWID,2022-02-20,0.051,0.082,78610,90118,37.816,43.353,0,0,0,2022-02-20,2289,4322.71428571429,4279115,4279115,35000,35000,78610,90118,37.816,43.353,0.051,0.082,0,0,0,0,0,0,tests performed,PCR,PCR,Directly from source,2022-02-23,2466,3052.71428571429,17672425,17672425,19669,19669,46571.2857142857,88682.2857142857,22.4008108293823,42.6562220847935,0.0655492808260148,0.0759726535819684,0,0,0,0,0,0,Samples,PCR and rapid test,,
SWE,OWID,2022-02-13,0.733,0.6231,21350,49830,2.101,4.904,0,0,0,2022-02-13,0,15649.2857142857,17860668,17860668,21350,21350,21350,49830,2.101,4.904,0.733,0.6231,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2021-03-24,7649,4844.85714285714,7200285,7200285,574186,41013.2857142855,41013.2857142857,41013.2857142857,4.06112344928069,4.06112344928069,0.118128968661723,0.10511576388139,0,0,0,0,0,0,Samples and People,PCR and serology,,
TCD,OWID,2022-02-10,0.0313,0.0357,269,328,0.016,0.019,0,0,0,2022-02-10,0,8.42857142857143,200916,200916,,294,269,328,0.016,0.019,0.0313,0.0357,0,0,0,0,0,0,tests performed,,,,2022-02-09,0,8.42857142857143,200916,200916,588,588,300.380952380951,452.547619047621,0.0182869202715787,0.0275506890933654,0.0280596068484466,0.0258852001894038,0,0,0,1,0,0,Not specified,Not specified,,
TGO,OWID,2022-02-20,0.0123,0.0085,1018,956,0.12,0.113,0,0,0,2022-02-20,14,12.5714285714286,682669,682669,961,961,1018,956,0.12,0.113,0.0123,0.0085,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-24,13,9.57142857142857,684927,684927,1820,606.666666666628,837,1024,0.10109916656601,0.12368643555985,0.0114353985321727,0.0125558035714286,0,0,0,0,0,0,Not specified,Not specified,,
THA,OWID,2022-02-19,0.2911,0.2327,58398,59144,0.835,0.846,0,0,0,2022-02-19,18953,16998.2857142857,20470260,20470260,48690,48690,58398,59144,0.835,0.846,0.2911,0.2327,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2021-03-21,90,125.142857142857,3145130,3145130,218333,15595.2142857141,15595.2142857143,15595.2142857143,0.223427138763815,0.223427138763815,0.00802443973196906,0.00510229786610361,0,0,0,0,0,0,People,Not specified,,
TLS,OWID,2022-02-20,0.1446,0.3987,718,440,0.534,0.327,,0,0,2022-02-20,44,103.857142857143,245941,245941,,661,718,440,0.534,0.327,0.1446,0.3987,0,0,0,,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,,,,,,,,,,,,,,,,,,,,,,,
TTO,,,,,,,,,,,,2021-10-06,208,193.428571428571,357432,357432,954,954,825,1461,0.588,1.041,0.2345,0.1318,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,7-day cases / tests,2021-07-02,124,196.857142857143,233175,233175,19251,1203.1875,1203.1875,1203.1875,0.860033952823445,0.860033952823445,0.163613021958043,0.189021720578523,0,0,0,0,0,0,People,Not specified,,
TUN,OWID,2022-02-19,0.1906,0.3451,10985,10238,0.92,0.858,0,0,0,2022-02-19,0,2093.57142857143,4280200,4280200,,11610.25,10985,10238,0.92,0.858,0.1906,0.3451,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-24,2091,2622.85714285714,4306134,4306134,25934,8644.66666666698,10340.1428571429,9289,0.874874596593862,0.785937896607158,0.253657727856758,0.240914753241161,0,0,0,0,0,0,Samples,Not specified,,
TUR,OWID,2022-02-20,0.1866,0.2149,456515,445261,5.368,5.236,0,0,0,2022-02-20,70355,85166.2857142857,140577845,140577845,440183,440183,456515,445261,5.368,5.236,0.1866,0.2149,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2021-09-24,27197,27542,84201191,84201191,355226,355226,348255.714285714,328992.714285714,4.12923694003622,3.90083726728695,0.07908556520455,0.0784750335330917,0,0,0,0,0,0,Samples,Not specified,,
TWN,OWID,2022-02-20,0.0026,0.002,24023,29975,1.007,1.257,0,0,0,2022-02-20,70,62.8571428571429,6172307,6172307,11822,11822,24023,29975,1.007,1.257,0.0026,0.002,0,0,0,0,0,0,people tested,,,7-day cases / tests,2022-02-23,56,60.5714285714286,11458917,11458917,39027,39027,39254.4285714286,44553.5714285714,1.64816847509882,1.87066261193985,0.00154304700834483,0.00140761523046092,0,0,0,0,0,0,Samples and People,Not specified,,
UGA,OWID,2022-02-20,0.0123,0.013,3898,4651,0.083,0.099,0,0,0,2022-02-20,28,48,,2433671.66666667,,3455.33333333302,3898,4651,0.083,0.099,0.0123,0.013,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-24,27,35.2857142857143,2443245,2443245,6118,2039.33333333349,2866.28571428571,4277,0.0626633810866775,0.0935047331715529,0.0123106060606061,0.0124586659541067,0,0,0,0,0,0,Not specified,Not specified,,
UKR,OWID,2022-02-18,0.6027,0.503,52561,73783,1.209,1.697,0,0,0,2022-02-18,36993,31678.7142857143,19288823,19288823,,56199.5,52561,73783,1.209,1.697,0.6027,0.503,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2022-02-18,36993,31678.7142857143,19288823,19288823,52932,52932,52560.8571428572,73782.8571428572,1.20183054700821,1.68708229621935,0.602705435332105,0.503030127013631,0,0,0,0,0,0,Samples,Not specified,,
URY,OWID,2022-02-20,0.3499,0.3779,15604,19447,4.477,5.58,0,0,0,2022-02-20,3337,5459.14285714286,5610703,5610703,9864,9864,15604,19447,4.477,5.58,0.3499,0.3779,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-23,4030,4642.57142857143,5655421,5655421,14122,14122,14393.5714285714,17496.4285714286,4.14322723908216,5.03639279546015,0.322544786859213,0.373643600734844,0,0,0,0,0,0,Samples,Not specified,,
USA,OWID,2022-02-15,0.079,0.121,1047542,1347130,3.147,4.046,0,0,0,2022-02-15,115055,137533.571428571,806751537,806751537,1030386,1030386,1047542,1347130,3.147,4.046,0.079,0.121,0,0,0,0,0,0,tests performed,PCR + some serology tests,PCR + antigen,7-day cases / tests,2022-02-24,65491,74750.2857142857,855233968,855233968,1260125,1260125,-912540.857142857,1453851.85714286,-2.75689603158539,4.39226187419104,-0.081914453615071,0.0804151493918176,1,0,0,0,0,0,Samples,Not specified,,
VCT,OWID,2022-02-16,0.4245,0.7707,35,38,0.315,0.342,0,0,0,2022-02-16,0,14.8571428571429,,97740.75,,63.75,35,38,0.315,0.342,0.4245,0.7707,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2021-07-06,2,2.14285714285714,56131,56131,294,147,150.269841269841,175.888888888888,1.35378235378236,1.58458458458458,0.0142600612654484,0.0146196191679452,0,0,0,0,0,0,Samples,Not specified,,
VNM,OWID,2022-02-20,0.4095,0.3802,96505,63457,0.983,0.646,0,0,0,2022-02-20,47200,39519,,78425605.6666667,,83207.3333333433,96505,63457,0.983,0.646,0.4095,0.3802,0,0,0,0,0,0,people tested,PCR,PCR,7-day cases / tests,2021-04-04,5,5.71428571428571,2809181,2809181,210428,7515.28571428591,7515.28571428572,7515.28571428572,0.0772073445821892,0.0772073445821892,0.00076035508582508,0.000361168665766913,0,0,0,0,0,0,Not specified,PCR,,
XKX,OWID,2022-02-20,0.1045,0.2108,3016,3669,1.692,2.059,0,0,0,2022-02-20,183,315.285714285714,1749613,1749613,1595,1595,3016,3669,1.692,2.059,0.1045,0.2108,0,0,0,0,0,0,tests performed,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,OWID,2022-02-20,0.0822,0.0841,29079,30332,0.484,0.505,0,0,0,2022-02-20,1456,2390.85714285714,22880879,22880879,20288,20288,29079,30332,0.484,0.505,0.0822,0.0841,0,0,0,0,0,0,people tested,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-24,2411,2219.42857142857,22928257,22928257,47378,15792.6666666679,23725.7142857143,29587.8571428571,0.400035648648844,0.498876344953669,0.0935452793834297,0.0831084180286315,0,0,0,0,0,0,Samples,Not specified,,
ZMB,OWID,2022-02-19,0.0843,0.1056,2919,3405,0.154,0.18,0,0,0,2022-02-19,252,246.142857142857,3245731,3245731,3056,3056,2919,3405,0.154,0.18,0.0843,0.1056,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2022-02-24,230,234.857142857143,3256694,3256694,8804,2934.66666666651,2480.14285714286,3088.57142857143,0.134907683700112,0.168003232624643,0.0946950060480387,0.0887141535615171,0,0,0,0,0,0,Not specified,Not specified,,
ZWE,OWID,2022-02-20,0.0935,0.0422,3011,3313,0.2,0.22,0,0,0,2022-02-20,128,281.571428571429,,2047397.33333333,,1912.66666666651,3011,3313,0.2,0.22,0.0935,0.0422,0,0,0,0,0,0,tests performed,PCR + antigen,PCR + antigen,7-day cases / tests,2022-02-24,378,338.428571428571,2058584,2058584,9274,3091.33333333326,2943.14285714286,3128.14285714286,0.198018089022597,0.210465105102796,0.114988836035336,0.0711512992647395,0,0,0,0,0,0,Not specified,Not specified,,
BRA,OWID,2022-02-15,,,278718,69372,1.302,0.324,0,0,0,2022-02-15,125201,126281.571428571,69640999,69640999,,278718.428571433,278718,69372,1.302,0.324,,,0,0,0,0,0,0,tests performed,PCR + antigen + some serology tests,PCR + antigen + some serology tests,Not calculated,2022-02-17,120123,114938.428571429,69640999,69640999,1951029,243878.625,243878.625,94301.5178571429,1.14734556052672,0.443648670990844,0.471293573069098,1.55679360561724,0,0,0,0,0,0,Samples,PCR and rapid test,,
FJI,OWID,2022-02-20,,,171,161,0.189,0.178,0,0,0,2022-02-20,0,21.1428571428571,495733,495733,,126,171,161,0.189,0.178,,,0,0,0,0,0,0,tests performed,PCR,PCR,7-day cases / tests,2021-10-10,16,42.4285714285714,421449,421449,1059,1059,1099.14285714286,1041.85714285714,1.22672193877551,1.16278698979592,0.038601507668313,0.0612916495269436,0,0,0,0,0,0,Samples,PCR,,
ISL,OWID,2022-02-17,,,4725,4810,12.812,13.043,0,0,0,2022-02-17,3141,2260.28571428571,1120502,1120502,4721,4721,4725,4810,12.812,13.043,,,0,0,0,0,0,0,tests performed,PCR,Unclear,7-day cases / tests,2022-02-08,1310,1476.28571428571,1642564,1642564,4097,4097,5209.28571428572,5889.14285714286,15.2764976958525,17.2702136573104,0.283395036336213,0.22028430040753,0,0,0,0,0,0,Not specified,Not specified,,
LBN,,,,,,,,,,,,2021-06-23,167,133,4731376,4731376,,14687.777777778,14688,12118,2.17,1.79,,,0,0,0,0,0,0,tests performed,PCR,PCR + antigen,7-day cases / tests,2021-06-23,167,133,4731376,4731376,132190,14687.777777778,14687.7777777777,12117.6507936509,2.15205535205534,1.77547996976569,0.00905514789318409,0.0117184429901547,0,0,0,0,0,0,Not specified,Not specified,,
QAT,OWID,2022-02-20,,,22113,25442,7.546,8.682,0,0,0,2022-02-20,442,488.714285714286,5681688,5681688,21707,21707,22113,25442,7.546,8.682,,,0,0,0,0,0,0,tests performed,,,7-day cases / tests,2022-02-23,365,421.428571428571,3363714,3363714,2296,2296,2085,2580.14285714286,0.723707046164526,0.895571974016958,0.202124015073655,0.238414262776147,0,0,0,0,0,0,People,Not specified,,
AFG,FIND,2022-02-23,0.205685369846703,0.386136038496554,959.857142857143,1098.42857142857,0.0246572426751218,0.0282169279549058,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-23,185,197.428571428571,887285,887285,933,933,959.857142857143,1098.42857142857,0.0246572426751218,0.0282169279549058,0.205685369846703,0.386136038496554,0,0,0,0,0,0,People,Not specified,,
BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-18,30,4.28571428571429,640586,640586,9198,613.199999999953,613.200000000003,613.200000000003,0.0505815392229649,0.0505815392229649,0.00698909700866644,0.0258596589320658,0,0,0,0,0,0,Not specified,PCR and rapid test,,
BRB,FIND,2022-02-24,0.189959136018681,0.203565748723529,1223.57142857143,1706.71428571429,4.26331508213041,5.94673967147835,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,192,232.428571428571,581357,581357,2440,1220,1223.57142857143,1706.71428571429,4.26331508213041,5.94673967147835,0.189959136018681,0.203565748723529,0,0,0,0,0,0,Samples,Not specified,,
BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-09,57,27.1428571428571,653559,653559,4411,4411,3673,3778.42857142857,8.40503432494279,8.64628963713632,0.00738983314534635,0.0128549283526787,0,0,0,0,0,0,Samples,Not specified,,
CMR,FIND,2022-02-24,0.00805154371702849,0.0294553971420884,2359.79591836734,6940.27551020409,0.0888945949810645,0.261443362849548,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,133,19,2484220,2484220,9050,1508.33333333349,2359.79591836734,6940.27551020409,0.0888945949810645,0.261443362849548,0.00805154371702849,0.0294553971420884,0,0,0,0,0,0,Not specified,Not specified,,
COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-19,0,118,333076,333076,16803,1050.1875,1050.1875,1050.1875,0.190320315331642,0.190320315331642,0.112360887936678,0.15521037909897,0,0,0,0,0,0,Not specified,Not specified,,
COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-27,0,2.57142857142857,6227,6227,330,12.6923076923076,12.6923076923078,12.6923076923076,0.0145888594164457,0.0145888594164455,0.202597402597402,0.202597402597404,0,0,0,0,0,0,Not specified,Not specified,,
DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-28,0,18.4285714285714,124241,124241,1457,242.833333333329,307.071428571429,628.119047619047,4.26488095238095,8.72387566137565,0.0600139567341242,0.0393464993745499,0,0,0,0,0,0,People,Not specified,,
DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-01,330,304.142857142857,230553,230553,5038,1007.60000000001,1379.14285714286,2308,0.0314506592128539,0.0526327791840551,0.220530350113942,0.107761822233226,0,0,0,0,0,0,Not specified,Not specified,,
EGY,FIND,2022-02-24,1.03766350924673,0.692089343880875,1900.28571428571,3070,0.0185694462669857,0.0299998045615338,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,1832,1971.85714285714,5968908,5968908,2609,869.666666666977,1900.28571428571,3070,0.0185694462669857,0.0299998045615338,1.03766350924673,0.692089343880875,0,0,0,0,0,0,Samples,Not specified,,
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-21,53,13.7142857142857,23693,23693,1046,104.599999999999,104.6,80.2571428571428,0.0294980259447265,0.0226331480138586,0.131111718109806,0.110359558561766,0,0,0,0,0,0,Not specified,Not specified,,
GIN,FIND,2022-02-11,0.0221963417140508,0.138486470559351,521.321428571429,242.416666666661,0.0396955325189544,0.0184585903195508,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-11,15,11.5714285714286,620137,620137,934,934,521.321428571429,242.416666666661,0.0396955325189544,0.0184585903195508,0.0221963417140508,0.138486470559351,0,0,0,0,0,0,Not specified,Not specified,,
GNB,FIND,2022-02-24,0.0695278969957082,0.0575831305758313,166.428571428571,176.142857142857,0.0845673635307782,0.0895034843205575,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,0,11.5714285714286,122770,122770,495,165,166.428571428571,176.142857142857,0.0845673635307782,0.0895034843205575,0.0695278969957082,0.0575831305758313,0,0,0,0,0,0,Not specified,Not specified,,
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-23,154,234.714285714286,120949,120949,1887,629,1026.82857142857,1413.31428571429,9.08697850821745,12.507206068268,0.228581763543782,0.20236121780617,0,0,0,0,0,0,Samples,PCR,,
HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-23,0,936.714285714286,1037258,1037258,16719,2089.875,2089.875,2668.41071428571,0.210991923271075,0.269400374990986,0.448215460596584,0.325287256325662,0,0,0,0,0,0,Samples,Not specified,,
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-22,175,182.571428571429,567893,567893,2890,2890,2658,2962.28571428571,0.407418761496015,0.454059735482176,0.0686875201547888,0.118682484567901,0,0,0,0,0,0,Irrelevant,Irrelevant,,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19,81,34.2857142857143,128246,128246,303,303,365.142857142857,611.857142857143,0.0721911540416879,0.120968197480653,0.0938967136150235,0.148494046229279,0,0,0,0,0,0,Not specified,Not specified,,
LCA,FIND,2022-02-24,0.09528324247452,0.231477605692759,301.357142857143,341.285714285714,1.63781055900621,1.85481366459627,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,33,28.7142857142857,133970,134246.5,0,276.5,301.357142857143,341.285714285714,1.63781055900621,1.85481366459627,0.09528324247452,0.231477605692759,0,0,0,0,0,0,Samples,Not specified,,
LSO,FIND,2022-02-24,0.037542662116041,0.011225783088901,627.857142857143,789,0.29311724689876,0.368347338935574,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,0,23.5714285714286,397001,397001,1627,542.333333333314,627.857142857143,789,0.29311724689876,0.368347338935574,0.037542662116041,0.011225783088901,0,0,0,0,0,0,Not specified,Not specified,,
MLI,FIND,2022-02-24,0.00708676498755028,0.0109683484801003,745.857142857143,911.714285714286,0.0368306327024415,0.0450207044449304,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,3,5.28571428571429,626656,626656,1740,580,745.857142857143,911.714285714286,0.0368306327024415,0.0450207044449304,0.00708676498755028,0.0109683484801003,0,0,0,0,0,0,Not specified,Not specified,,
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-26,0,1.14285714285714,301345,301345,11793,1965.5,1752.52380952381,787.372294372289,1.37777029050614,0.619003376078843,0.000652120751025731,0.00453588295772561,0,0,0,0,0,0,Not specified,Not specified,,
PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-28,123,83.8571428571429,249149,249149,2121,530.25,1205.35714285714,1885.21428571429,0.134721933928372,0.210709096424979,0.0695703703703704,0.112832948130186,0,0,0,0,0,0,Irrelevant,Irrelevant,,
SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-10,0,21,294629,294629,39754,1807,1807,1807,0.0412096056922621,0.0412096056922621,0.0116214720531267,0.00664084117321527,0,0,0,0,0,0,Not specified,Not specified,,
SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-18,0,1.85714285714286,318607,318607,-59064,-59064,-5780.10714285714,3100.54166666667,-0.724596608105446,0.388685178220718,-0.000321299036720773,0.000967572870331796,1,0,0,0,0,0,Not specified,Not specified,,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-17,291,160.428571428571,116193,116193,1667,555.666666666672,571.955665024631,584.172413793104,16.8222254419009,17.1815415821501,0.2804912709828,0.252127130292528,0,0,0,0,0,0,Samples,Not specified,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-10,0,104.142857142857,400466,400466,9158,482,482,482,0.0303278172780469,0.0303278172780469,0.216064018968583,0,0,0,0,0,0,0,Not specified,Not specified,,
STP,FIND,2022-02-24,0.0331262939958592,0.0198757763975155,43.125,43.125,0.196917808219178,0.196917808219178,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,0,1.42857142857143,36709,36709,690,43.125,43.125,43.125,0.196917808219178,0.196917808219178,0.0331262939958592,0.0198757763975155,0,0,0,0,0,0,Not specified,Not specified,,
SWZ,FIND,2022-02-24,0.0402271651680076,0.0452778412988795,603.714285714286,624.714285714286,0.520443349753695,0.538546798029557,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,45,24.2857142857143,490226,490226,1260,420,603.714285714286,624.714285714286,0.520443349753695,0.538546798029557,0.0402271651680076,0.0452778412988795,0,0,0,0,0,0,Not specified,Not specified,,
SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-21,0,2.42857142857143,21504,21504,5103,268.57894736842,268.578947368421,268.578947368421,2.7406015037594,2.7406015037594,0.00904230004759106,0.00159570000839842,0,0,0,0,0,0,Not specified,Not specified,,
TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-27,0,0,3880,3880,1200,48,48,48,0.000803562460240399,0.000803562460240399,0,0,0,0,0,0,0,0,Not specified,Not specified,,
VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-28,992,790.285714285714,3157788,3157788,82328,16465.6000000001,13735.7428571429,6911.09999999996,0.483040612503266,0.243040512027007,0.057534981726507,0.118732391163698,0,0,0,0,0,0,Samples,Not specified,,
BMU,FIND,2022-02-24,,,1813.95238095238,1197.42857142857,29.2572964669738,19.3133640552995,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,,,787731,792631.666666667,0,2450.33333333326,1813.95238095238,1197.42857142857,29.2572964669738,19.3133640552995,,,0,0,,0,0,,Not specified,Not specified,,
ESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-13,,,3943,3943,22,3.14285714285734,3.14285714285714,2.625,0.00526441732471883,0.00439698492462312,,,0,0,,0,0,,Not specified,Not specified,,
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-25,,,56347,56347,601,601,627.285714285714,3031.85714285714,11.0050125313283,53.1904761904762,,,0,0,,0,1,,Samples,Not specified,,
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-07,,,42756,42756,204,204,133.428571428571,91,0.468170426065163,0.319298245614035,,,0,0,,0,0,,Samples,Not specified,,
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-29,,,5390,5390,492,16.9655172413795,16.9655172413793,16.9655172413794,0.0603755061970793,0.0603755061970797,,,0,0,,0,0,,Irrelevant,Irrelevant,,
